seed,mcs,species,volume,ncells,mel_site,mel_parcel
229,200,5,697,6,1.450623,1.449886
229,200,6,694,6,0.206386,0.205763
229,200,7,698,6,0.504655,0.503597
231,60,1,704,6,1.024567,1.023947
231,60,2,702,6,0.060319,0.060195
231,60,3,702,6,1.248030,1.246972
231,60,4,696,6,0.096166,0.096093
231,60,5,703,6,0.655659,0.653820
231,60,6,698,6,0.091557,0.091337
231,60,7,701,6,0.233378,0.233504
225,340,1,698,6,2.267661,2.264206
225,340,2,701,6,1.079195,1.078429
225,340,3,698,6,2.420924,2.421138
225,340,4,697,6,0.902857,0.900729
225,340,5,696,6,1.843304,1.839311
225,340,6,698,6,0.669452,0.668097
225,340,7,701,6,1.274760,1.273863
228,220,1,700,6,2.438770,2.435090
228,220,2,693,6,0.273799,0.272797
228,220,3,697,6,2.379339,2.378615
228,220,4,698,6,0.605115,0.606161
228,220,5,698,6,1.597987,1.595173
228,220,6,698,6,0.213082,0.212646
228,220,7,695,6,0.548529,0.547714
234,20,1,703,6,0.396692,0.396235
234,20,2,704,6,0.035321,0.035276
234,20,3,701,6,0.603254,0.603142
234,20,4,694,6,0.005987,0.005944
234,20,5,695,6,0.247683,0.247266
234,20,6,694,6,0.015234,0.015142
234,20,7,698,6,0.032244,0.032046
233,60,1,697,6,1.121382,1.120051
233,60,2,700,6,0.073095,0.072676
233,60,3,697,6,1.169971,1.170565
233,60,4,704,6,0.110722,0.110741
233,60,5,701,6,0.697432,0.696746
233,60,6,695,6,0.112777,0.113087
233,60,7,693,6,0.075973,0.075946
227,320,1,705,6,2.891406,2.889539
227,320,2,700,6,0.727333,0.724382
227,320,3,697,6,2.625383,2.624664
227,320,4,700,6,0.687598,0.685390
227,320,5,697,6,1.469945,1.468728
227,320,6,700,6,0.665566,0.665870
227,320,7,698,6,0.892579,0.890507
230,180,1,706,6,1.932109,1.932305
230,180,2,699,6,0.350954,0.349266
230,180,3,698,6,2.093886,2.091107
230,180,4,701,6,0.158138,0.157934
230,180,5,700,6,1.326468,1.326989
230,180,6,698,6,0.268441,0.268637
230,180,7,697,6,0.474973,0.473632
231,80,1,704,6,1.291620,1.290254
231,80,2,699,6,0.106626,0.106028
231,80,3,700,6,1.518838,1.515832
231,80,4,694,6,0.132142,0.131993
231,80,5,702,6,0.830789,0.828536
231,80,6,694,6,0.128538,0.128464
231,80,7,701,6,0.312739,0.312176
229,220,1,701,6,2.258870,2.258852
229,220,2,697,6,0.498111,0.496957
229,220,3,698,6,2.274953,2.274843
229,220,4,695,6,0.664577,0.665251
229,220,5,696,6,1.527718,1.525710
229,220,6,698,6,0.231251,0.230543
229,220,7,696,6,0.549402,0.549192
225,360,1,698,6,2.329061,2.325968
225,360,2,702,6,1.133982,1.133051
225,360,3,699,6,2.475564,2.475395
225,360,4,699,6,0.949913,0.946330
225,360,5,698,6,1.911945,1.908058
225,360,6,697,6,0.706570,0.705369
225,360,7,700,6,1.365613,1.364475
232,80,1,699,6,1.005143,1.005078
232,80,2,692,6,0.045576,0.045232
232,80,3,697,6,1.249033,1.248956
232,80,4,698,6,0.233986,0.234174
232,80,5,694,6,0.769329,0.769581
232,80,6,696,6,0.105677,0.105383
232,80,7,693,6,0.151569,0.150938
226,380,1,696,6,1.748408,1.743174
226,380,2,699,6,0.848167,0.846650
226,380,3,700,6,2.746860,2.741578
226,380,4,698,6,0.814830,0.810649
226,380,5,695,6,1.769654,1.762317
226,380,6,695,6,0.621608,0.619035
226,380,7,697,6,0.984186,0.978007
234,40,1,694,6,0.671449,0.671020
234,40,2,704,6,0.094858,0.094497
234,40,3,701,6,1.031059,1.029595
234,40,4,698,6,0.019304,0.019240
234,40,5,696,6,0.440449,0.439304
234,40,6,697,6,0.044053,0.043881
234,40,7,700,6,0.094504,0.094236
233,80,1,697,6,1.355720,1.353942
233,80,2,697,6,0.102791,0.102310
233,80,3,699,6,1.351941,1.351475
233,80,4,705,6,0.165385,0.165516
233,80,5,699,6,0.862764,0.860778
233,80,6,695,6,0.161680,0.161677
233,80,7,696,6,0.115627,0.115393
230,200,1,704,6,2.040698,2.040702
230,200,2,700,6,0.389123,0.387701
230,200,3,698,6,2.192235,2.190746
230,200,4,703,6,0.183383,0.183852
230,200,5,700,6,1.412579,1.411363
230,200,6,697,6,0.298668,0.298680
230,200,7,697,6,0.526269,0.525357
231,100,1,700,6,1.545241,1.542244
231,100,2,698,6,0.146229,0.145817
231,100,3,699,6,1.746131,1.743155
231,100,4,696,6,0.177385,0.176925
231,100,5,704,6,1.018677,1.018189
231,100,6,696,6,0.169798,0.169811
231,100,7,698,6,0.407147,0.407247
229,240,1,699,6,2.353736,2.352715
229,240,2,697,6,0.536180,0.534992
229,240,3,696,6,2.361466,2.360403
229,240,4,696,6,0.721031,0.722496
229,240,5,695,6,1.600480,1.599345
229,240,6,696,6,0.260550,0.259855
229,240,7,699,6,0.596138,0.596372
225,380,1,698,6,2.396923,2.393299
225,380,2,700,6,1.182876,1.181970
225,380,3,698,6,2.530345,2.529301
225,380,4,698,6,0.996424,0.992631
225,380,5,699,6,1.979536,1.975198
225,380,6,697,6,0.748389,0.747344
225,380,7,701,6,1.452941,1.450836
228,240,1,700,6,2.539285,2.539742
228,240,2,693,6,0.299498,0.298419
228,240,3,696,6,2.483137,2.482270
228,240,4,696,6,0.659810,0.660508
228,240,5,697,6,1.676065,1.673386
228,240,6,699,6,0.241556,0.241371
228,240,7,695,6,0.594902,0.594037
234,60,1,700,6,0.880897,0.879244
234,60,2,702,6,0.168620,0.168298
234,60,3,702,6,1.393930,1.392671
234,60,4,697,6,0.048361,0.048282
234,60,5,698,6,0.597655,0.596834
234,60,6,697,6,0.077540,0.077620
234,60,7,699,6,0.181313,0.180700
233,100,1,695,6,1.542015,1.542130
233,100,2,699,6,0.130863,0.130002
233,100,3,698,6,1.521184,1.519847
233,100,4,704,6,0.209512,0.209562
233,100,5,698,6,0.999551,0.998113
233,100,6,694,6,0.210650,0.210318
233,100,7,697,6,0.182800,0.182348
230,220,1,705,6,2.142472,2.142560
230,220,2,701,6,0.415429,0.414303
230,220,3,698,6,2.293625,2.289055
230,220,4,700,6,0.209722,0.209879
230,220,5,699,6,1.470284,1.471465
230,220,6,696,6,0.328325,0.329567
230,220,7,696,6,0.564517,0.562954
227,340,1,704,6,2.977535,2.973796
227,340,2,699,6,0.775316,0.771299
227,340,3,699,6,2.697834,2.697442
227,340,4,697,6,0.736031,0.734548
227,340,5,698,6,1.510530,1.505867
227,340,6,698,6,0.706734,0.706222
227,340,7,700,6,0.937642,0.939472
231,120,1,702,6,1.769782,1.768953
231,120,2,701,6,0.200350,0.199267
231,120,3,701,6,1.953417,1.948809
231,120,4,696,6,0.224674,0.224088
231,120,5,705,6,1.193596,1.191454
231,120,6,697,6,0.212818,0.212691
231,120,7,700,6,0.476113,0.475751
229,260,1,699,6,2.453228,2.453234
229,260,2,698,6,0.571653,0.569308
229,260,3,697,6,2.419082,2.418699
229,260,4,694,6,0.775478,0.775757
229,260,5,697,6,1.672255,1.670904
229,260,6,695,6,0.286270,0.285754
229,260,7,698,6,0.634050,0.633773
225,400,1,698,6,2.455495,2.449429
225,400,2,703,6,1.228084,1.226795
225,400,3,698,6,2.590675,2.589819
225,400,4,701,6,1.049290,1.042450
225,400,5,699,6,2.060031,2.053844
225,400,6,698,6,0.789156,0.787556
225,400,7,699,6,1.524414,1.520939
232,100,1,692,6,1.124236,1.123863
232,100,2,693,6,0.068048,0.067232
232,100,3,694,6,1.397140,1.397683
232,100,4,696,6,0.305835,0.306334
232,100,5,696,6,0.891471,0.891088
232,100,6,695,6,0.146033,0.145650
232,100,7,695,6,0.188039,0.187394
234,80,1,697,6,1.048517,1.046469
234,80,2,702,6,0.244559,0.243794
234,80,3,701,6,1.705806,1.701672
234,80,4,697,6,0.086343,0.086097
234,80,5,699,6,0.743222,0.741368
234,80,6,701,6,0.115624,0.115474
234,80,7,699,6,0.261240,0.260056
226,400,1,693,6,1.789930,1.785767
226,400,2,698,6,0.896665,0.896005
226,400,3,701,6,2.814193,2.807309
226,400,4,696,6,0.844482,0.842747
226,400,5,696,6,1.797211,1.787485
226,400,6,695,6,0.658312,0.656505
226,400,7,697,6,1.021455,1.016515
233,120,1,701,6,1.698591,1.697140
233,120,2,697,6,0.152511,0.151787
233,120,3,698,6,1.662354,1.660869
233,120,4,703,6,0.262085,0.262084
233,120,5,700,6,1.124023,1.122763
233,120,6,695,6,0.257919,0.257603
233,120,7,692,6,0.235105,0.234602
230,240,1,701,6,2.227292,2.227314
230,240,2,700,6,0.456234,0.453647
230,240,3,699,6,2.380255,2.376670
230,240,4,699,6,0.236985,0.237060
230,240,5,697,6,1.543963,1.543824
230,240,6,696,6,0.358098,0.358006
230,240,7,696,6,0.607742,0.606122
231,140,1,703,6,2.004321,2.001744
231,140,2,699,6,0.257053,0.256044
231,140,3,699,6,2.118922,2.114800
231,140,4,691,6,0.263022,0.262655
231,140,5,702,6,1.352326,1.349652
231,140,6,694,6,0.254392,0.253964
231,140,7,699,6,0.561586,0.561890
229,280,1,699,6,2.531659,2.530811
229,280,2,699,6,0.623445,0.620859
229,280,3,698,6,2.494481,2.494050
229,280,4,695,6,0.824324,0.824946
229,280,5,697,6,1.729629,1.726767
229,280,6,694,6,0.313298,0.312327
229,280,7,697,6,0.679484,0.679788
235,20,1,700,6,0.412575,0.412567
235,20,2,696,6,0.037151,0.037088
235,20,3,696,6,0.511587,0.511487
235,20,4,696,6,0.021353,0.021137
235,20,5,702,6,0.271730,0.271287
235,20,6,702,6,0.011778,0.011792
235,20,7,696,6,0.022138,0.021966
234,100,1,700,6,1.174340,1.172010
234,100,2,702,6,0.320540,0.320080
234,100,3,701,6,1.976031,1.972851
234,100,4,698,6,0.130259,0.129961
234,100,5,697,6,0.852554,0.848985
234,100,6,695,6,0.155393,0.154465
234,100,7,698,6,0.341280,0.340086
236,20,1,699,6,0.426869,0.426807
236,20,2,700,6,0.036002,0.035841
236,20,3,696,6,0.578054,0.577771
236,20,4,697,6,0.020483,0.020467
236,20,5,700,6,0.239742,0.239681
236,20,6,702,6,0.010409,0.010403
236,20,7,697,6,0.018745,0.018642
233,140,1,697,6,1.849365,1.849520
233,140,2,698,6,0.188490,0.187775
233,140,3,698,6,1.785914,1.784249
233,140,4,706,6,0.316320,0.316449
233,140,5,697,6,1.236810,1.235734
233,140,6,693,6,0.305680,0.304550
233,140,7,695,6,0.284033,0.283777
228,260,1,699,6,2.645861,2.643511
228,260,2,695,6,0.325834,0.323210
228,260,3,698,6,2.572060,2.569181
228,260,4,696,6,0.716368,0.717646
228,260,5,699,6,1.767076,1.764029
228,260,6,696,6,0.270460,0.269954
228,260,7,696,6,0.639054,0.639051
230,260,1,705,6,2.302585,2.302883
230,260,2,700,6,0.486459,0.485602
230,260,3,696,6,2.462746,2.459420
230,260,4,701,6,0.260044,0.260090
230,260,5,698,6,1.600435,1.599374
230,260,6,696,6,0.382276,0.382144
230,260,7,699,6,0.654080,0.651359
231,160,1,703,6,2.176243,2.173477
231,160,2,700,6,0.316020,0.314282
231,160,3,702,6,2.315573,2.310207
231,160,4,695,6,0.302705,0.302239
231,160,5,701,6,1.476872,1.474763
231,160,6,692,6,0.295410,0.294101
231,160,7,700,6,0.625779,0.625125
235,40,1,699,6,0.710460,0.710489
235,40,2,701,6,0.098865,0.098884
235,40,3,698,6,0.865399,0.864934
235,40,4,695,6,0.065379,0.064811
235,40,5,699,6,0.470526,0.469208
235,40,6,700,6,0.042216,0.042233
235,40,7,696,6,0.071055,0.070632
227,360,1,708,6,3.055900,3.053596
227,360,2,699,6,0.818651,0.815420
227,360,3,697,6,2.765805,2.764827
227,360,4,700,6,0.778745,0.777913
227,360,5,698,6,1.549272,1.546043
227,360,6,699,6,0.741106,0.741740
227,360,7,701,6,0.981352,0.980257
234,120,1,697,6,1.277958,1.275772
234,120,2,702,6,0.402190,0.401444
234,120,3,699,6,2.210284,2.204126
234,120,4,699,6,0.168780,0.168100
234,120,5,696,6,0.950219,0.947891
234,120,6,694,6,0.194410,0.193285
234,120,7,697,6,0.424614,0.423356
232,120,1,693,6,1.223345,1.222446
232,120,2,692,6,0.084481,0.084510
232,120,3,698,6,1.510746,1.510623
232,120,4,698,6,0.384252,0.384321
232,120,5,698,6,0.995102,0.993789
232,120,6,696,6,0.181262,0.180434
232,120,7,698,6,0.224393,0.223230
236,40,1,701,6,0.748535,0.748277
236,40,2,703,6,0.101331,0.101163
236,40,3,701,6,0.960319,0.959763
236,40,4,698,6,0.055083,0.055174
236,40,5,699,6,0.411811,0.411548
236,40,6,704,6,0.027387,0.027293
236,40,7,698,6,0.047659,0.047478
233,160,1,697,6,1.982824,1.982084
233,160,2,697,6,0.217330,0.216555
233,160,3,698,6,1.891310,1.889312
233,160,4,703,6,0.371331,0.371216
233,160,5,698,6,1.334261,1.332327
233,160,6,696,6,0.356245,0.356029
233,160,7,694,6,0.327136,0.326063
230,280,1,702,6,2.378787,2.379051
230,280,2,699,6,0.522707,0.521651
230,280,3,698,6,2.532624,2.528912
230,280,4,700,6,0.284506,0.283527
230,280,5,698,6,1.661046,1.659494
230,280,6,695,6,0.410230,0.410008
230,280,7,696,6,0.705634,0.707326
231,180,1,702,6,2.346708,2.343166
231,180,2,700,6,0.370706,0.368655
231,180,3,701,6,2.483530,2.477977
231,180,4,693,6,0.347061,0.346740
231,180,5,702,6,1.611321,1.607848
231,180,6,697,6,0.358812,0.358110
231,180,7,698,6,0.691023,0.690117
235,60,1,702,6,0.944695,0.944320
235,60,2,703,6,0.185148,0.185234
235,60,3,697,6,1.139317,1.138669
235,60,4,698,6,0.106923,0.106320
235,60,5,701,6,0.628307,0.627409
235,60,6,701,6,0.084370,0.084299
235,60,7,695,6,0.123660,0.123295
229,300,1,701,6,2.610505,2.609827
229,300,2,699,6,0.661408,0.658622
229,300,3,698,6,2.571654,2.571428
229,300,4,695,6,0.866005,0.868994
229,300,5,696,6,1.779987,1.777541
229,300,6,696,6,0.339026,0.338314
229,300,7,698,6,0.712347,0.713642
234,140,1,700,6,1.381240,1.378557
234,140,2,704,6,0.504465,0.503617
234,140,3,702,6,2.392528,2.385807
234,140,4,695,6,0.211071,0.210304
234,140,5,697,6,1.044360,1.041873
234,140,6,697,6,0.237521,0.236035
234,140,7,698,6,0.512687,0.512830
232,140,1,697,6,1.310047,1.310326
232,140,2,694,6,0.101494,0.101233
232,140,3,696,6,1.613478,1.614177
232,140,4,697,6,0.451024,0.450566
232,140,5,700,6,1.101279,1.099380
232,140,6,696,6,0.216591,0.216190
232,140,7,696,6,0.252491,0.251216
236,60,1,697,6,1.006039,1.005650
236,60,2,701,6,0.182122,0.181767
236,60,3,699,6,1.251196,1.249882
236,60,4,699,6,0.094918,0.094720
236,60,5,697,6,0.544945,0.544346
236,60,6,706,6,0.060031,0.059936
236,60,7,699,6,0.080595,0.080060
233,180,1,697,6,2.090545,2.089783
233,180,2,699,6,0.248359,0.247339
233,180,3,696,6,1.990952,1.991389
233,180,4,706,6,0.432482,0.432558
233,180,5,697,6,1.437797,1.435280
233,180,6,691,6,0.403153,0.403172
233,180,7,694,6,0.375590,0.373834
235,80,1,699,6,1.158615,1.157272
235,80,2,704,6,0.276395,0.276402
235,80,3,701,6,1.378138,1.376971
235,80,4,696,6,0.156933,0.156676
235,80,5,699,6,0.764741,0.762260
235,80,6,698,6,0.130585,0.129827
235,80,7,695,6,0.187712,0.185910
231,200,1,706,6,2.497814,2.491185
231,200,2,701,6,0.438542,0.436877
231,200,3,701,6,2.627427,2.619197
231,200,4,695,6,0.384704,0.384052
231,200,5,702,6,1.739201,1.734406
231,200,6,696,6,0.398570,0.398570
231,200,7,700,6,0.768282,0.767908
228,280,1,696,6,2.729289,2.726553
228,280,2,693,6,0.354614,0.353145
228,280,3,699,6,2.668396,2.665230
228,280,4,696,6,0.781002,0.779084
228,280,5,700,6,1.849667,1.846184
228,280,6,698,6,0.296046,0.296444
228,280,7,698,6,0.686562,0.684955
234,160,1,698,6,1.487554,1.484047
234,160,2,705,6,0.607561,0.605761
234,160,3,702,6,2.534752,2.528749
234,160,4,697,6,0.252302,0.251354
232,160,1,697,6,1.397698,1.397677
234,160,5,695,6,1.146978,1.143190
234,160,6,697,6,0.274472,0.272577
232,160,2,693,6,0.120239,0.119533
234,160,7,699,6,0.599019,0.596255
232,160,3,697,6,1.697912,1.697759
232,160,4,697,6,0.514262,0.514436
232,160,5,695,6,1.187878,1.186127
232,160,6,696,6,0.257805,0.256880
232,160,7,695,6,0.285652,0.284756
227,380,1,705,6,3.147379,3.142696
227,380,2,701,6,0.859848,0.856095
227,380,3,697,6,2.820694,2.820701
227,380,4,698,6,0.826679,0.824605
227,380,5,696,6,1.598481,1.595200
227,380,6,699,6,0.782519,0.782768
227,380,7,702,6,1.019326,1.019637
236,80,1,698,6,1.237419,1.236001
236,80,2,704,6,0.287076,0.286426
236,80,3,699,6,1.460706,1.459933
236,80,4,700,6,0.119495,0.119331
236,80,5,703,6,0.668924,0.668228
236,80,6,704,6,0.096853,0.096402
236,80,7,700,6,0.123342,0.122957
233,200,1,697,6,2.186676,2.186708
233,200,2,699,6,0.282021,0.280306
233,200,3,698,6,2.080117,2.078067
233,200,4,704,6,0.497118,0.497336
233,200,5,695,6,1.532916,1.530499
233,200,6,693,6,0.446008,0.446437
233,200,7,694,6,0.415692,0.414272
231,220,1,705,6,2.648048,2.644288
231,220,2,702,6,0.498975,0.496320
231,220,3,703,6,2.765458,2.758039
231,220,4,696,6,0.427467,0.426298
231,220,5,704,6,1.830945,1.827402
231,220,6,696,6,0.436115,0.435774
231,220,7,698,6,0.843071,0.843344
235,100,1,700,6,1.351485,1.349365
235,100,2,702,6,0.405587,0.405803
235,100,3,701,6,1.594992,1.593426
235,100,4,696,6,0.211696,0.209346
235,100,5,700,6,0.877551,0.875510
235,100,6,699,6,0.171411,0.170821
235,100,7,697,6,0.241220,0.239982
228,300,1,697,6,2.810639,2.808301
228,300,2,693,6,0.384662,0.383328
228,300,3,698,6,2.750403,2.747130
228,300,4,696,6,0.833702,0.830232
228,300,5,698,6,1.935838,1.930613
228,300,6,699,6,0.319833,0.319346
228,300,7,698,6,0.738774,0.735438
230,300,1,703,6,2.461163,2.461446
230,300,2,699,6,0.542836,0.539625
230,300,3,699,6,2.590860,2.586378
230,300,4,701,6,0.305808,0.305889
230,300,5,700,6,1.711275,1.710756
230,300,6,696,6,0.424823,0.426363
230,300,7,700,6,0.771222,0.770265
232,180,1,695,6,1.478520,1.478672
232,180,2,692,6,0.140853,0.139860
232,180,3,696,6,1.781247,1.781266
232,180,4,698,6,0.575498,0.575969
232,180,5,698,6,1.255748,1.253890
232,180,6,697,6,0.294348,0.293071
232,180,7,695,6,0.319272,0.317958
234,180,1,700,6,1.579924,1.576861
234,180,2,703,6,0.705239,0.703385
234,180,3,702,6,2.678934,2.671078
234,180,4,696,6,0.295041,0.293471
234,180,5,696,6,1.211450,1.208088
234,180,6,695,6,0.309698,0.308211
234,180,7,697,6,0.672609,0.669334
236,100,1,702,6,1.437077,1.434696
236,100,2,703,6,0.400603,0.400269
236,100,3,701,6,1.631532,1.631132
236,100,4,699,6,0.140638,0.140386
236,100,5,702,6,0.808270,0.806803
236,100,6,706,6,0.135079,0.134750
236,100,7,700,6,0.169198,0.169003
233,220,1,696,6,2.280352,2.280352
233,220,2,698,6,0.310833,0.310068
233,220,3,697,6,2.165675,2.163341
233,220,4,704,6,0.549627,0.549649
233,220,5,698,6,1.617007,1.614038
233,220,6,694,6,0.492577,0.491909
233,220,7,694,6,0.448724,0.447174
229,320,1,699,6,2.683212,2.682542
229,320,2,697,6,0.700377,0.698843
229,320,3,696,6,2.638630,2.638652
229,320,4,697,6,0.916890,0.918104
229,320,5,695,6,1.834411,1.836100
229,320,6,697,6,0.367536,0.366897
229,320,7,698,6,0.746006,0.745849
228,320,1,698,6,2.890077,2.886090
228,320,2,695,6,0.417300,0.416560
228,320,3,700,6,2.832472,2.828469
228,320,4,698,6,0.882328,0.881095
228,320,5,700,6,2.015930,2.010341
228,320,6,699,6,0.349495,0.349341
228,320,7,699,6,0.779723,0.778724
235,120,1,703,6,1.529364,1.527806
235,120,2,704,6,0.505799,0.505738
235,120,3,702,6,1.783875,1.782389
235,120,4,696,6,0.268104,0.267647
235,120,5,698,6,0.974048,0.971276
235,120,6,698,6,0.210317,0.209704
235,120,7,699,6,0.279375,0.277140
230,320,1,703,6,2.535705,2.535605
230,320,2,700,6,0.576546,0.574667
230,320,3,699,6,2.642821,2.642021
230,320,4,700,6,0.330969,0.329818
230,320,5,696,6,1.755698,1.756287
230,320,6,697,6,0.445341,0.447178
230,320,7,698,6,0.848692,0.846239
232,200,1,695,6,1.549682,1.549919
232,200,2,690,6,0.165176,0.164078
232,200,3,697,6,1.852907,1.852721
232,200,4,698,6,0.632631,0.633168
232,200,5,693,6,1.325030,1.323890
232,200,6,697,6,0.332041,0.330277
232,200,7,696,6,0.350652,0.350583
234,200,1,697,6,1.652850,1.649783
234,200,2,703,6,0.787521,0.785156
234,200,3,703,6,2.812677,2.807498
234,200,4,697,6,0.336702,0.334604
234,200,5,695,6,1.276597,1.272296
234,200,6,698,6,0.349664,0.347237
234,200,7,697,6,0.747657,0.743674
236,120,1,703,6,1.597419,1.594057
236,120,2,703,6,0.510570,0.509716
236,120,3,701,6,1.786284,1.783864
236,120,4,699,6,0.164266,0.164115
236,120,5,702,6,0.941569,0.940021
236,120,6,703,6,0.172254,0.171686
236,120,7,698,6,0.223723,0.222505
233,240,1,698,6,2.369111,2.368227
233,240,2,698,6,0.336814,0.335124
233,240,3,699,6,2.232854,2.230683
233,240,4,703,6,0.591494,0.591435
233,240,5,697,6,1.698008,1.696879
233,240,6,695,6,0.538873,0.538022
233,240,7,696,6,0.489774,0.489422
227,400,1,705,6,3.220524,3.219444
227,400,2,701,6,0.900110,0.895959
227,400,3,698,6,2.879567,2.877334
227,400,4,700,6,0.870794,0.868747
227,400,5,695,6,1.643801,1.640679
227,400,6,701,6,0.820766,0.820763
227,400,7,700,6,1.053664,1.054168
235,140,1,703,6,1.689533,1.687601
235,140,2,703,6,0.593742,0.593325
235,140,3,702,6,1.949201,1.947830
235,140,4,695,6,0.318203,0.316839
235,140,5,698,6,1.078155,1.074815
235,140,6,699,6,0.253826,0.253227
235,140,7,696,6,0.330171,0.326791
228,340,1,700,6,2.969105,2.966471
228,340,2,697,6,0.454608,0.452281
228,340,3,697,6,2.904045,2.902465
228,340,4,698,6,0.938988,0.936091
228,340,5,700,6,2.090537,2.085482
228,340,6,699,6,0.379887,0.379254
228,340,7,698,6,0.818762,0.817415
231,240,1,703,6,2.788759,2.784939
231,240,2,700,6,0.563426,0.561706
231,240,3,701,6,2.913153,2.903117
231,240,4,694,6,0.464509,0.462588
231,240,5,704,6,1.924084,1.920309
231,240,6,697,6,0.475759,0.475051
231,240,7,701,6,0.913970,0.913582
230,340,1,703,6,2.601822,2.602443
230,340,2,700,6,0.608673,0.607734
230,340,3,698,6,2.685262,2.681495
230,340,4,700,6,0.350962,0.351299
230,340,5,697,6,1.806934,1.805419
230,340,6,699,6,0.464958,0.465488
230,340,7,698,6,0.942709,0.941592
234,220,1,696,6,1.738483,1.733414
234,220,2,700,6,0.865743,0.864463
234,220,3,703,6,2.934106,2.925134
234,220,4,695,6,0.383522,0.382313
234,220,5,699,6,1.340981,1.334164
234,220,6,696,6,0.382653,0.382020
234,220,7,698,6,0.829413,0.826534
236,140,1,701,6,1.736940,1.734034
236,140,2,702,6,0.611281,0.610648
236,140,3,700,6,1.946387,1.943168
236,140,4,698,6,0.191331,0.190855
236,140,5,698,6,1.059929,1.057811
236,140,6,704,6,0.219858,0.218889
236,140,7,702,6,0.271343,0.270529
233,260,1,698,6,2.448349,2.447453
233,260,2,698,6,0.366215,0.365198
233,260,3,699,6,2.304214,2.302793
233,260,4,704,6,0.642899,0.643040
233,260,5,697,6,1.784185,1.780658
233,260,6,693,6,0.588923,0.587454
233,260,7,697,6,0.520644,0.518002
232,220,1,696,6,1.615767,1.615767
232,220,2,693,6,0.182739,0.181731
232,220,3,696,6,1.914832,1.914789
232,220,4,699,6,0.691442,0.691265
232,220,5,693,6,1.390449,1.389503
232,220,6,697,6,0.373373,0.372250
232,220,7,695,6,0.387533,0.386297
237,20,1,695,6,0.389645,0.389411
237,20,2,699,6,0.015927,0.015859
237,20,3,698,6,0.550678,0.550486
237,20,4,699,6,0.031180,0.031196
237,20,5,695,6,0.266080,0.266081
237,20,6,697,6,0.009950,0.009947
237,20,7,698,6,0.018011,0.018104
235,160,1,703,6,1.823960,1.823552
235,160,2,701,6,0.675209,0.675405
235,160,3,702,6,2.121624,2.119797
235,160,4,695,6,0.362930,0.361770
235,160,5,698,6,1.158173,1.153463
235,160,6,696,6,0.304711,0.303198
235,160,7,697,6,0.387804,0.384805
229,340,1,701,6,2.743905,2.744222
229,340,2,698,6,0.737761,0.734872
229,340,3,697,6,2.701419,2.703104
229,340,4,695,6,0.958021,0.960311
229,340,5,699,6,1.890547,1.890922
229,340,6,693,6,0.395297,0.394443
229,340,7,698,6,0.785999,0.785868
228,360,1,699,6,3.048410,3.044918
228,360,2,692,6,0.481394,0.477584
228,360,3,698,6,2.979214,2.977309
228,360,4,698,6,0.991830,0.989465
228,360,5,697,6,2.169581,2.162921
228,360,6,700,6,0.406008,0.405619
228,360,7,695,6,0.858785,0.857920
230,360,1,704,6,2.661027,2.661257
230,360,2,699,6,0.631488,0.630373
230,360,3,696,6,2.742054,2.740494
230,360,4,699,6,0.379246,0.379180
230,360,5,700,6,1.851940,1.850295
230,360,6,700,6,0.485807,0.484917
230,360,7,700,6,0.971604,0.968565
234,240,1,698,6,1.799078,1.794217
234,240,2,701,6,0.955541,0.951961
234,240,3,701,6,3.041378,3.035391
234,240,4,695,6,0.430342,0.428045
234,240,5,696,6,1.409020,1.402925
234,240,6,699,6,0.421524,0.420179
234,240,7,699,6,0.906461,0.902946
236,160,1,703,6,1.892542,1.889209
236,160,2,702,6,0.686971,0.686374
236,160,3,703,6,2.074309,2.072771
236,160,4,699,6,0.220054,0.219748
236,160,5,701,6,1.165586,1.163172
236,160,6,704,6,0.265392,0.264446
236,160,7,701,6,0.321347,0.320282
233,280,1,695,6,2.524359,2.523780
233,280,2,697,6,0.401119,0.398877
233,280,3,700,6,2.367527,2.368522
233,280,4,706,6,0.693999,0.694014
233,280,5,698,6,1.858773,1.856233
233,280,6,693,6,0.630745,0.631375
233,280,7,696,6,0.553618,0.551234
237,40,1,696,6,0.639855,0.639438
237,40,2,697,6,0.047640,0.047413
237,40,3,696,6,0.930645,0.930532
237,40,4,699,6,0.077634,0.077356
237,40,5,695,6,0.455715,0.455237
237,40,6,694,6,0.028657,0.028573
237,40,7,697,6,0.050805,0.050945
235,180,1,701,6,1.966602,1.965990
235,180,2,702,6,0.763157,0.763379
235,180,3,700,6,2.270666,2.269322
235,180,4,694,6,0.424162,0.420319
235,180,5,695,6,1.243403,1.239637
235,180,6,698,6,0.351759,0.350478
235,180,7,698,6,0.433954,0.430019
231,260,1,705,6,2.922942,2.918498
231,260,2,701,6,0.633117,0.628841
231,260,3,702,6,3.028440,3.022262
231,260,4,693,6,0.492302,0.491705
231,260,5,702,6,2.019123,2.014505
231,260,6,696,6,0.514008,0.514008
231,260,7,700,6,0.979104,0.978668
230,380,1,703,6,2.724279,2.724607
230,380,2,697,6,0.653944,0.651855
230,380,3,695,6,2.796309,2.791045
230,380,4,700,6,0.409725,0.409694
230,380,5,698,6,1.890089,1.890471
230,380,6,699,6,0.510385,0.509298
230,380,7,699,6,0.999492,0.995971
234,260,1,698,6,1.880642,1.875193
234,260,2,704,6,1.037390,1.036183
